Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£)
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,311,275,Y,60+,Male,"32,216.04"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,1,1,Y,30-39,Female,117.72
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,4,4,Y,30-39,Male,313.92
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,7,7,Y,40-49,Female,863.28
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,5,5,Y,50-59,Female,431.64
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,4,4,Y,50-59,Male,510.12
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,23,21,Y,60+,Female,"2,589.84"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,9,8,Y,60+,Male,"1,294.92"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBG,Biolide,1,1,Y,60+,Male,114.19
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,3,3,Y,30-39,Female,173.79
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,2,2,Y,40-49,Female,115.86
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,6,6,Y,40-49,Male,347.58
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,30,24,Y,50-59,Female,"2,143.41"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,18,17,Y,50-59,Male,"1,216.55"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,47,46,Y,60+,Female,"3,475.80"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,64,56,Y,60+,Male,"5,155.77"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,1,1,Y,50-59,Male,57.93
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,5,4,Y,60+,Female,434.48
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,4,4,Y,60+,Male,289.65
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,40-49,Not Known (not recorded),73.25
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,8,0,N,50-59,Not Known (not recorded),586
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,24,0,N,60+,Not Known (not recorded),"1,849.56"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,23,20,Y,18-29,Female,"1,684.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,20,19,Y,18-29,Male,"1,538.25"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,94,81,Y,30-39,Female,"9,302.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,84,70,Y,30-39,Male,"7,764.50"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,427,369,Y,40-49,Female,"35,434.69"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,414,352,Y,40-49,Male,"36,148.84"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,470","1,240",Y,50-59,Female,"130,806.21"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,506","1,290",Y,50-59,Male,"128,993.24"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"3,562","3,015",Y,60+,Female,"318,124.76"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,528","3,826",Y,60+,Male,"403,772.37"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,0,N,30-39,Not Known (not recorded),73.25
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,7,0,N,40-49,Not Known (not recorded),586
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,39,0,N,50-59,Not Known (not recorded),"2,930.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,169,0,N,60+,Not Known (not recorded),"12,763.80"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,143,106,Y,18-29,Female,"9,412.64"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,61,55,Y,18-29,Male,"4,541.50"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,935,777,Y,30-39,Female,"71,821.63"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,567,460,Y,30-39,Male,"44,829.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"2,611","2,190",Y,40-49,Female,"208,323.10"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"2,485","2,063",Y,40-49,Male,"203,396.84"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"7,766","6,426",Y,50-59,Female,"640,003.33"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"7,762","6,408",Y,50-59,Male,"637,751.06"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"19,003","15,777",Y,60+,Female,"1,571,395.49"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"23,297","19,276",Y,60+,Male,"1,918,087.56"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,3,3,Y,50-59,Female,477.66
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,13,13,Y,60+,Female,"3,343.55"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,1,0,N,60+,Not Known (not recorded),95.53
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,1,1,Y,30-39,Female,95.53
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,22,21,Y,30-39,Male,"2,547.49"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,70,62,Y,40-49,Female,"9,998.83"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,92,78,Y,50-59,Female,"11,208.82"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,88,80,Y,50-59,Male,"12,737.34"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,265,232,Y,60+,Female,"38,434.93"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,248,217,Y,60+,Male,"37,129.33"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,5,0,N,40-49,Not Known (not recorded),439.5
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,12,0,N,50-59,Not Known (not recorded),952.25
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,24,0,N,60+,Not Known (not recorded),"1,977.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,66,58,Y,18-29,Female,"5,860.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,43,37,Y,18-29,Male,"3,149.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,593,496,Y,30-39,Female,"61,771.74"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,269,232,Y,30-39,Male,"25,637.50"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,784","1,512",Y,40-49,Female,"164,424.30"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,886,756,Y,40-49,Male,"87,672.93"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"3,722","3,142",Y,50-59,Female,"348,274.47"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"2,714","2,344",Y,50-59,Male,"255,627.85"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"5,539","4,745",Y,60+,Female,"544,613.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"5,959","5,172",Y,60+,Male,"580,000.89"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,2,0,N,18-29,Not Known (not recorded),219.75
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,5,0,N,30-39,Not Known (not recorded),659.25
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,15,0,N,40-49,Not Known (not recorded),"1,098.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,35,0,N,50-59,Not Known (not recorded),"3,149.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,74,0,N,60+,Not Known (not recorded),"5,420.50"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,356,298,Y,18-29,Female,"33,402.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,105,92,Y,18-29,Male,"11,207.25"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,158",970,Y,30-39,Female,"100,572.25"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,456,395,Y,30-39,Male,"40,360.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"3,005","2,512",Y,40-49,Female,"269,633.25"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,950","1,606",Y,40-49,Male,"180,121.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"7,938","6,611",Y,50-59,Female,"708,620.50"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"6,440","5,463",Y,50-59,Male,"581,019.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"11,752","9,805",Y,60+,Female,"1,058,975.25"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"14,558","12,262",Y,60+,Male,"1,301,432.75"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,2,2,Y,18-29,Female,249.05
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,1,1,Y,18-29,Male,146.5
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,3,3,Y,30-39,Female,219.75
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,12,11,Y,30-39,Male,"1,150.03"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,18,16,Y,40-49,Female,"2,541.82"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,18,14,Y,40-49,Male,"1,831.26"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,43,32,Y,50-59,Female,"6,812.26"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,33,24,Y,50-59,Male,"4,299.80"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,22,18,Y,60+,Female,"2,065.65"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,47,43,Y,60+,Male,"5,845.35"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,4,0,N,30-39,Not Known (not recorded),644
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,14,0,N,40-49,Not Known (not recorded),"1,395.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,34,0,N,50-59,Not Known (not recorded),"3,511.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,36,0,N,60+,Not Known (not recorded),"3,663.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,334,280,Y,18-29,Female,"35,379.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,70,61,Y,18-29,Male,"7,998.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,3,3,Y,18-29,Not Known (not recorded),843
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,219","1,016",Y,30-39,Female,"133,737.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,519,442,Y,30-39,Male,"55,267.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,370","1,929",Y,40-49,Female,"252,086.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,315","1,105",Y,40-49,Male,"139,618.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"4,691","3,867",Y,50-59,Female,"504,504.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"3,907","3,277",Y,50-59,Male,"414,448.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"7,046","5,845",Y,60+,Female,"731,413.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"7,564","6,277",Y,60+,Male,"798,390.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,1,0,N,18-29,Not Known (not recorded),92
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,10,0,N,30-39,Not Known (not recorded),920
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,31,0,N,40-49,Not Known (not recorded),"2,882.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,41,0,N,50-59,Not Known (not recorded),"3,832.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,118,0,N,60+,Not Known (not recorded),"11,213.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,373,307,Y,18-29,Female,"37,981.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,118,99,Y,18-29,Male,"11,171.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,409","1,164",Y,30-39,Female,"143,364.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,772,633,Y,30-39,Male,"76,884.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"3,351","2,754",Y,40-49,Female,"343,081.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"2,132","1,790",Y,40-49,Male,"215,692.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"6,137","5,008",Y,50-59,Female,"620,923.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"4,947","4,119",Y,50-59,Male,"497,381.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"9,455","7,779",Y,60+,Female,"952,907.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"10,395","8,644",Y,60+,Male,"1,051,762.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,2,0,N,50-59,Not Known (not recorded),237.14
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,3,0,N,60+,Not Known (not recorded),165.06
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,13,11,Y,18-29,Female,953.68
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,22,20,Y,30-39,Female,"1,613.92"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,46,42,Y,30-39,Male,"3,668.00"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,72,60,Y,40-49,Female,"6,153.28"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,37,22,Y,40-49,Male,"2,359.46"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,180,163,Y,50-59,Female,"16,949.56"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,152,135,Y,50-59,Male,"13,300.33"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,604,495,Y,60+,Female,"55,354.31"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0AA,Exenatide,612,535,Y,60+,Male,"62,349.09"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BB,Byetta,9,8,Y,50-59,Female,"1,228.35"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BB,Byetta,13,12,Y,50-59,Male,"1,146.46"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BB,Byetta,38,32,Y,60+,Female,"4,258.28"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BB,Byetta,75,63,Y,60+,Male,"7,042.54"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,1,0,N,50-59,Not Known (not recorded),73.36
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,14,0,N,60+,Not Known (not recorded),"1,027.04"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,11,11,Y,18-29,Female,806.96
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,18,13,Y,18-29,Male,"1,320.48"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,26,24,Y,30-39,Female,"1,907.36"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,24,21,Y,30-39,Male,"1,760.64"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,235,184,Y,40-49,Female,"15,882.44"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,118,89,Y,40-49,Male,"9,628.50"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,392,351,Y,50-59,Female,"31,434.76"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,507,442,Y,50-59,Male,"41,558.44"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,340","1,157",Y,60+,Female,"105,583.38"
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,337","1,170",Y,60+,Male,"108,847.90"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,0,N,60+,Not Known (not recorded),235.44
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,7,7,Y,18-29,Female,941.76
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,5,4,Y,18-29,Male,902.52
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,20,18,Y,30-39,Female,"2,432.88"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,8,7,Y,30-39,Male,863.28
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,122,98,Y,40-49,Female,"16,755.48"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,53,48,Y,40-49,Male,"7,965.72"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,251,215,Y,50-59,Female,"28,095.84"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,223,197,Y,50-59,Male,"27,389.52"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,527,460,Y,60+,Female,"69,611.76"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,642,564,Y,60+,Male,"84,679.92"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,50-59,Not Known (not recorded),78.48
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,60+,Not Known (not recorded),313.92
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,7,6,Y,18-29,Female,627.84
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,2,1,Y,18-29,Male,470.88
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,49,39,Y,30-39,Female,"5,101.20"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,14,11,Y,30-39,Male,"1,177.20"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,94,84,Y,40-49,Female,"10,359.36"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,82,73,Y,40-49,Male,"8,672.04"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,278,235,Y,50-59,Female,"29,665.44"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,294,245,Y,50-59,Male,"38,415.96"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,631,552,Y,60+,Female,"73,221.84"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBB,Victoza,734,639,Y,60+,Male,"91,272.24"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBC,Saxenda,1,0,N,40-49,Not Known (not recorded),274.68
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBC,Saxenda,4,4,Y,18-29,Female,470.88
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBC,Saxenda,13,13,Y,30-39,Female,"2,472.12"
Dec 23 - Nov 24,Y59,SOUTH EAST,0601023AB,Liraglutide,0601023ABBC,Saxenda,20,20,Y,40-49,Female,"2,707.56"
